# ----------------------------------------
# Página de destino: Página de destino
# Account: Cuenta de Google Ads
# Property: www.cosasnuestras.cl - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260501
Landing page,Average engagement time per active user,Bounce rate,Sessions,Event count,Add to carts,Checkouts,Ecommerce purchases,Session key event rate,Total revenue
/products/yerbas-mate-taragui-dsepalada-500gr,45.333333333333336,1,16,106,0,0,0,0,0
/categoria/nuestros-clasicos/latas-nuestros-clasicos,1.106060606060606,1,66,103,0,0,0,0,0
/pages/contacto,27.333333333333332,1,21,103,0,0,0,0,0
/products/alfajores-havanna-super-ddl-x4-uni,27.047619047619047,1,25,103,4,1,0,0.08,0
/products/yerba-mate-pipore-naranja-500gr,5.741935483870968,1,32,101,0,0,0,0,0
/products/bombilla-acero-inoxidable-estribo,18.304347826086957,1,24,99,1,0,0,0.041666666666666664,0
/collections/termos/products/set-termo-de-acero-negro-con-mate-sabio-copia,31.9,0.7272727272727273,11,98,0,2,0,0.09090909090909091,0
/products/mate-sabio-calabaza,22,1,28,98,0,2,0,0.03571428571428571,0
/marca/regalo-para-mama,1.8727272727272728,1,55,96,0,0,0,0,0
/marca/cosas-nuestras,1.5178571428571428,1,56,94,0,0,0,0,0
/producto/set-despolvilladorfiltro-y-cepillo-azul,24.454545454545453,1,22,93,0,0,0,0,0
/blogs/mate-con-amigos/tomar-mate-en-el-embarazo,34.651162790697676,0.9767441860465116,43,91,0,0,0,0,0
/collections/yerba-mate-organica-natural-saludable-y-sustentable,607.6666666666666,1,3,90,1,1,1,0.3333333333333333,30569.999627
/pages/mayoristas,15.84,0.9310344827586207,29,89,0,0,0,0,0
/products/mate-imperial-hojas,9.92,1,27,89,0,0,0,0,0
/collections/bolso-matero/products/bolso-matero-gris-oscuro-premium-mate-de-regalo-bombilla-y-cepillo-de-regalo,58,0.9090909090909091,11,88,2,1,0,0.2727272727272727,0
/collections/bolso-matero/products/portatermo-tela-oxford-doble-compartimiento-negro,72.6,1,14,88,2,2,0,0.14285714285714285,0
/categoria/dulces-galletas-chocolates/alfajores-chile,1.6538461538461537,1,52,87,0,0,0,0,0
/collections/novedades/products/set-matero-cafe-claro,116.6,1,5,87,5,1,1,0.2,44579.000109
/account/register,67.63636363636364,0.9090909090909091,11,86,2,1,1,0.18181818181818182,15130.000305
/marca/ytacua,1.32,1,50,83,0,0,0,0,0
